id,@id,addr:block,addr:city,addr:city:ur,addr:country,addr:district,addr:floor,addr:full,addr:housename,addr:housenumber,addr:locality,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,alt_name_1,amenity,baby_feeding,barrier,beds,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:website,description,designation,email,emergency,fax,gnis:feature_id,healthcare,healthcare:speciality,highway,image,internet_access,internet_access:fee,is_in,kids_area,landuse,level,loc_name,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ur,network,nohousenumber,note,old_name,opening_hours,operator,operator:short,operator:type,operator:ur,operator:wikidata,phone,roof:shape,shop,short_name,source,start_date,type,url,website,wheelchair,wikidata,wikipedia,@geometry,geometry
node/7138632224,node/7138632224,,,,,Shahdara,,"D-229, Vivek Vihar, delhi",,,,,,110095,Delhi,,,,,,hospital,,,,,,,,,,,,,,22152947,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Tondan hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3207024 28.6664871)
node/7138632226,node/7138632226,,,,,South East,,"Master Colony, Tuglakabad Village,Ward no-197, Okhla Industrial Area Phase I",,,,,,110044,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Urban Health Centre Cum Maternity Home & Poly Clinic,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2652745 28.513195)
node/7138632228,node/7138632228,,,,,North West,,"PH-II, Ashok Vihar",,,,,,110052,Delhi,,,,,,hospital,,,,,,,,,,,,,,27422131,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,North Delhi Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.179557 28.696547)
node/7138632230,node/7138632230,,,,,Shahdara,,"E-1, Panchsheel Garden, Shahdara, Naveen Shahdara",,,,,,110032,Delhi,,,,,,hospital,,,,,,,,,,,,,,22821629,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,shanti nursing home LLP,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2825741 28.6779567)
node/7138632232,node/7138632232,,,,,South East,,"Chandiwala Estate, Kalkaji, Maa Anandmai Marg",,,,,,110020,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 40116138,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Banarsidas Chandiwala Insitute of Medical Sciences,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2676793 28.5441942)
node/7138632234,node/7138632234,,,,,North West,,"B-859-70, Avantika, Sec-01, Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,,,,,27517874,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Family Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0983471 28.7013032)
node/7138632237,node/7138632237,,,,,North West,,"AM-35, Shalimar Bagh",,,,,,110088,Delhi,,,,,,hospital,,,,,,,,,,,,,,27479410,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kumar Medical & Maternity Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.160742 28.7041641)
node/7138632238,node/7138632238,,,,,South East,,"O-22, Ground Floor, Lajpat Nagar 2, Defence Colony, Near 17th Square",,,,,,110024,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Parivar Sewa Sansthan,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2473565 28.5672773)
node/7138632241,node/7138632241,,,,,South East,,"SEWANAGAR, Jamia Miliia Islamia University Area",,,,,,110003,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,M&CW Center,,,,,,centre,,,,,,,,,,,,MCW Sewa Nagar,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.226043 28.577053)
node/7138632244,node/7138632244,,,,,North West,,"U-1/76, Budh Vihar",,,,,,110086,Delhi,,,,,,hospital,,,,,,,,,,,,,,27537967,,District Hospital,,,,,,,,,,,,,,,,,,Brahm Shakti Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.081262 28.712357)
node/7138632254,node/7138632254,,,,,Shahdara,,"4/1925, Rama Block, Gali Number 7, Near M.C. Primary School, Bhola Nath Nagar",,,,,,110032,Delhi,,,,,,hospital,,,,,,,,,,,,,,2230 1366,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sona Maternity and Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2906128 28.6656992)
node/7138632257,node/7138632257,,,,,North West,,"C-2/3, Pragati Market, Ashok Vihar II",,,,,,110052,Delhi,,,,,,hospital,,,,,,,,,,,,,,27229394,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,D.R. Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1730105 28.6963486)
node/7138632258,node/7138632258,,,,,South East,,Greater Kailash II,,,,,,110048,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 - 2921 2828,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Netrayatan Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2451946 28.5299782)
node/7138632261,node/7138632261,,,,,South East,,"M&CW IPP VIII,GIRI NAGAR SDMC, NEHRU PLACE, Greater Kailash Ii",,,,,,110019,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-26293641,,M&CW Center,,,,,,centre,,,,,,,,,,,,MCW Giri Nagar,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.262854 28.540349)
node/7138632263,node/7138632263,,,,,North West,,"A-777-778, Main Market, Avantika, Sector-02, Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,,,,,27525262,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Kanta Sethi Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0988184 28.7012483)
node/7138632264,node/7138632264,,,,,South East,,"medical center , Zamrudpur, East Of Kailash, Kailash colony extention",,,,,,110048,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-29237878,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Delhi Common Wealth Women Association,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2369473 28.5556776)
node/7138632265,node/7138632265,,,,,Shahdara,,G-22,,,,,,110095,Delhi,,,,,,hospital,,,,,,,,,,,,,,22351292,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kalyan Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3283939 28.6814958)
node/7138632267,node/7138632267,,,,,Shahdara,,"118/A, Dilshad Colony",,,,,,110095,Delhi,,,,,,hospital,,,,,,,,,,,,,,22354132,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,best care hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3278636 28.68452)
node/7138632272,node/7138632272,,,,,North West,,"F-1 U /41, Pitampura",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,27341460,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Maheshwari Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1419875 28.7122011)
node/7389579733,node/7389579733,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nulife hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2078767 28.7011094)
node/7498553877,node/7498553877,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,NDMS Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1938033 28.4851071)
node/7543715659,node/7543715659,,,,,West Delhi,,"Plot No. 89A, Phase-2 Block-B, Sukkhar, Shani Bazar Road, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGH Hospitals,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.048981 28.636193)
node/7543715660,node/7543715660,,,,,West Delhi,,"3/3c Amar Colony, Phase 2, Near Sunday Market, Kamruddin Nagar",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanjivani Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0502678 28.674249)
node/7543715661,node/7543715661,,,,,West Delhi,,"41-41A, Phase-1, F 2 Block, Jai Vihar, Baprola",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saraswati Hospital and Laproscopic Centre,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.009835 28.626424)
node/7543715662,node/7543715662,,,,,West Delhi,,"Tulsi Dass Kalra Marg, Kirti Nagar",,,,,,110015,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Kalra Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1387304 28.6551825)
node/7543715663,node/7543715663,,,,,West Delhi,,"No.J-12, Community Centre, Rajouri Garden, Block J, Block V, Subhash Nagar",,,,,,110027,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MKW Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.119633 28.6392919)
node/7543715664,node/7543715664,,,,,West Delhi,,"M-1, Main PVR Road, Block M, Vikaspuri",,,,,,110018,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK Nursing Home,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.076458 28.634107)
node/7543715665,node/7543715665,,,,,West Delhi,,"B 33, Block B, LIC Colony, Nilothi-Meera Bagh Road, Paschim Vihar",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goyal Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0853346 28.6616551)
node/7543715668,node/7543715668,,,,,West Delhi,,"Hospital Plot, Road Number 201, Dwarka",,,,,,110075,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aakash Healthcare Super Speciality Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0535572 28.6054061)
node/7543715669,node/7543715669,,,,,West Delhi,,"Ext, A-19, Ranjit Vihar, Chander Vihar, Nilothi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care n Cure 24,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0726925 28.653375)
node/7543715671,node/7543715671,,,,,West Delhi,,"G-17, Kiran Garden, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunand Hospital & IVF Centre,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0480879 28.618746)
node/7543715672,node/7543715672,,,,,West Delhi,,"Outer Ring Road, Block A, Meera Bagh, Paschim Vihar",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medstar Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0907424 28.6590574)
node/7543715674,node/7543715674,,,,,West Delhi,,"Bakkarwala Marg, Nangloi - Najafgarh Road",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karuna Sindhu Charitable Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0163489 28.6557378)
node/7543715675,node/7543715675,,,,,West Delhi,,"Block A, Karam Pura, Jhule Lal Marg",,,,,,110015,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Government Ayurvedic Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1458797 28.6635722)
node/7543715676,node/7543715676,,,,,West Delhi,,"25/19, Chander Vihar, Nilothi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiran Das Charitable Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0617704 28.6524161)
node/7543715679,node/7543715679,,,,,West Delhi,,"15 A, Najafgarh Road, Moti Nagar, Karampura Industrial Area",,,,,,110015,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Apollo Cradle Maternity & Children's Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1503029 28.6617972)
node/7543715680,node/7543715680,,,,,West Delhi,,"RZ-10, Naresh Park, Najafgarh Road, Nangloi, Near Water Tank",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satyabhama Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0634761 28.6769478)
node/7543715681,node/7543715681,,,,,West Delhi,,"C141, Jail Road, Near Fateh Nagar Bus Stand, Shiv Nagar Extension, Janakpuri",,,,,,110058,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dashmesh Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0988531 28.6304061)
node/7543715682,node/7543715682,,,,,West Delhi,,"D/108, Matiala Extension, Block D, Matiala",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumiti Vishal Charitable Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.044482 28.6137065)
node/7543715683,node/7543715683,,,,,West Delhi,,"C10-11, Gulab Bagh Om Vihar, Uttam Nagar, Opp. Piller No 702",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR Malik Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0520776 28.620884)
node/7543715687,node/7543715687,,,,,West Delhi,,"C-50-51, Najafgarh Road, Block E, Om Vihar, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gandhi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0535384 28.6200029)
node/7543715688,node/7543715688,,,,,West Delhi,,"Metro Station, F-95, Bali Nagar, Najafgarh Road",,,,,,110015,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khetarpal Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.130018 28.652562)
node/7543715689,node/7543715689,,,,,West Delhi,,"29-C, Bhagwan Parshuram Marg, Rajan Enclave, Vikas Nagar, Uttam Nagar, Hastsal",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardik Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0532022 28.6367362)
node/7543715690,node/7543715690,,,,,West Delhi,,"Rajan Enclave, Vikas Nagar I, Uttam Nagar, Hastsal",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mata Chandana Devi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0539739 28.635321)
node/7543715692,node/7543715692,,,,,West Delhi,,"No.3/3 A, Amar Enclave, Main Najafgarh Road, Block D, Uttam Nagar, Nawada",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Nayyar Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0431588 28.6203861)
node/7543715693,node/7543715693,,,,,West Delhi,,"A - 50, Outer Ring Road, Block A, State Bank Nagar, Paschim Vihar",,,,,,110063,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bagga Nursing Home,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.090997 28.660249)
node/7543715694,node/7543715694,,,,,West Delhi,,"Nangloi - Najafgarh Road, Ishwar Colony, Nangloi Extension, Nangloi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rao Raghubir Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0610089 28.6750507)
node/7543715695,node/7543715695,,,,,West Delhi,,"c-4, Maharani Enclave, Street Number 8, Hastsal",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surya Laxmi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0499201 28.6322953)
node/7543715696,node/7543715696,,,,,West Delhi,,"Harphool Vihar, Nangli Vihar Extension, Baprola",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanojia Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.012034 28.6262562)
node/7543715698,node/7543715698,,,,,West Delhi,,"3, Nangloi - Najafgarh Road, Pratap Vihar, Ranhola",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0315432 28.6514885)
node/7543715700,node/7543715700,,,,,West Delhi,,"455, Bhera Enclave, Paschim Vihar",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sodhi Nursing Home and ENT Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.087877 28.6702118)
node/7543715702,node/7543715702,,,,,West Delhi,,"7, 10, Chaudhary Deep Chand Marg, South Patel Nagar",,,,,,110008,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nijhara Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.165748 28.646316)
node/7543715703,node/7543715703,,,,,West Delhi,,"Vashisht Kumar Gulla Marg, Arihant Nagar, Punjabi Bagh",,,,,,110026,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehra Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1276492 28.6711074)
node/7543715706,node/7543715706,,,,,West Delhi,,"1, Rohtak Road, Gulshan Park, Nangloi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0524348 28.682627)
node/7543715708,node/7543715708,,,,,West Delhi,,"Pandav Nagar, Near Satya Park, Naraina",,,,,,110008,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JankiDas Kapur Memorial Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.151169 28.649171)
node/7543715711,node/7543715711,,,,,West Delhi,,"B-362, 363, 364, Outer Ring Road, Near to ICICI Bank, Meera Bagh, Paschim Vihar",,,,,,110063,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehgal Neo Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.09143 28.658057)
node/7543715712,node/7543715712,,,,,West Delhi,,"Metro Pillar Number 461, E1, Kiran Garden, Main Najafgarh Road, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahindru Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0495632 28.6206121)
node/7543715713,node/7543715713,,,,,West Delhi,,"C - 1/101, Pankha Road, Block C1, Janakpuri",,,,,,110058,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arya Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0794442 28.6172035)
node/7543715715,node/7543715715,,,,,West Delhi,,"Pandav Nagar, Naraina Road, Near Shadipur Metro Station",,,,,,110008,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLKC Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1546934 28.6510947)
node/7543715716,node/7543715716,,,,,West Delhi,,"Plot No. 23-24, Near Nawada Metro Station, Matiala Road, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR Krishna Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.047023 28.61641)
node/7543715717,node/7543715717,,,,,West Delhi,,"307-308 Opposite Central School, Ambica Vihar, Paschim Vihar",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhatia Global Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.08244 28.6655435)
node/7543715721,node/7543715721,,,,,West Delhi,,"Pipal Wala Road, Block E, Bhagwati Garden, Nawada",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satya Multi Speciality Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.039392 28.6268253)
node/7543715724,node/7543715724,,,,,West Delhi,,"Ph-II, Bhagwan Parshuram Marg, Vikas Nagar, Uttam Nagar, Hastsal",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asha Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0516082 28.6365818)
node/7543715725,node/7543715725,,,,,West Delhi,,"Main, B-28, Matiala Road, Kiran Garden, Uttam Nagar",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeevan Jyoti Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0466915 28.6190592)
node/7543715726,node/7543715726,,,,,West Delhi,,"Vikash Nagar, Hastsal Village, Hastsal",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bala Ji Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0558285 28.6334854)
node/7543715727,node/7543715727,,,,,West Delhi,,"Rohtak Road, West Punjabi Bagh, Bali Nagar",,,,,,110026,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shri Mahant Gurmukh Singhji Charitable Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1352525 28.6739475)
node/7543715728,node/7543715728,,,,,West Delhi,,"283, Nangli Vihar Ext Road, Harphool Vihar, Baprola",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.R.Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0126848 28.6278418)
node/7543715729,node/7543715729,,,,,West Delhi,,"B, 35-38, Pipal Wala Road, Uttam Nagar, Rama Park, Block A, Nawada",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanjeevani Maternity & Children Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0390502 28.6222392)
node/7543715730,node/7543715730,,,,,West Delhi,,"9A/1, Naresh Park, Main Najafgarh Road, Nangloi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konarc Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0638665 28.6773715)
node/7543715731,node/7543715731,,,,,West Delhi,,"19 SB, Amar Colony, Nangloi Extension, Nangloi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santosh Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0502929 28.6789124)
node/7543715732,node/7543715732,,,,,West Delhi,,"133-134, Club Road, Narayana Vihar, Pocket 2, Paschim Puri, Paschim Vihar",,,,,,110063,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care New born & Child Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1155597 28.6674155)
node/7543715733,node/7543715733,,,,,West Delhi,,"C-7, Jai Bharat Enclave, Najafgarh Road, Dwarka",,,,,,110059,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarak Hospital India Private Limited,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.030036 28.619298)
node/7543715734,node/7543715734,,,,,West Delhi,,"Shop No. A328, Outer Ring Road, Block A, Meera Bagh, Paschim Vihar",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jainar Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0907507 28.660601)
node/7543715735,node/7543715735,,,,,West Delhi,,"Plot #1, Karuna Kunj, Near Delhi Public School, Sector-3, Dwarka",,,,,,110078,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khushi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0491427 28.607392)
node/7543715736,node/7543715736,,,,,West Delhi,,"A-3 Manak Vihar Ext., Opp Block 2 Subhash Nagar, Near Pacific Mall, Tihar Village",,,,,,110027,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amit Nursing Home,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.1095894 28.6340005)
node/7543715737,node/7543715737,,,,,West Delhi,,"Chander Vihar, Nilothi",,,,,,110041,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanak Darbar Charitable Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,,,,POINT (77.0615293 28.6520769)
node/7543715738,node/7543715738,,,,,West Delhi,,"c1, Lal Sai Mandir Marg, Block C1, Janakpuri",,,,,,110058,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mata Chanan Devi Hospital,,,,,,,,,,,,,,,,,,,Local Knowledge,,,,,,Q30260551,,,POINT (77.078224 28.618749)
