id,@id,MCD ZONE,School ID,UDISE Code,UNIT_TYPE,Zone,addr:block,addr:block_number,addr:city,addr:city:ur,addr:country,addr:county,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,amenity,barrier,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:instagram,contact:mobile,contact:phone,contact:website,country,created_by,denomination,description,designation,district,ele,email,fax,fee,female,fixme,full_name,gnis:feature_id,grades,image,internet_access,is_in,isced:level,landuse,layer,level,loc_name,min_age,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ru,name:ur,nohousenumber,not:brand:wikidata,note,office,opening_hours,operator,operator:type,operator:wikidata,phone,phone_1,polling_station,ref,religion,roof:shape,school:gender,shift,shop,short_name,source,start_date,survey:date,tourism,type,wall,website,wheelchair,wikidata,@relations,wikimedia_commons,wikipedia,@geometry,geometry
way/78881686,way/78881686,,,,,,,,New Delhi,,,,,,,,,,,110085,,"Pocket-6, Sector-23, Rohini",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Heritage School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0826062 28.721235)
way/78881746,way/78881746,,,,,,,,New Delhi,,,,,,,,H.S – 2,,,110085,,", Sector 23, Rohini",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxfort School Rohini,,,मेक्सफ़ोर्ट विद्यालय,,,,,,,,,,,01169030000,,,,,,,,,,,,,,,,https://www.maxfortrohini.in/,,,,,,center,POINT (77.0805272 28.7222935)
way/78881751,way/78881751,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,3-12,,,,,,,,,,,Delhi Public School,,,,,,,,,,,,private,,,,,,,,,,,DPS Rohini,,,,,,,https://dpsrohini.com/,designated,Q5253804,,,"en:Delhi Public School, Rohini",center,POINT (77.0870761 28.7263132)
way/78881831,way/78881831,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+918178197958,Indian Convent School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://indianconventschools.in/,,,,,,center,POINT (77.085026 28.726071)
way/80418136,way/80418136,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2269302 28.6434269)
way/81352243,way/81352243,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanskriti School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7419020,,,,center,POINT (77.1772031 28.5888439)
way/81352249,way/81352249,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1988157 28.5852266)
way/89955743,way/89955743,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDMC Pratibha School,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2508723 28.5431479)
way/89955789,way/89955789,,,,,,,,,,,,,,,,,,,110019,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.C.D. Primary School C.R. Park,,,दिल्ली नगर निगम प्राथमिक विद्यालय चित्तरंजन पार्क,,,,,,,,Municipal Corporation of Delhi,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2451008 28.5430623)
way/89955837,way/89955837,,,,,,,,,,,,,,,,,,Chittaranjan Park,110019,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shyama Prasad Mukherjee Sarvodaya (Coeducational) Vidyalaya,,Q3344992,श्यामा प्रसाद मुखर्जी सर्वोदय (सह-शिक्षा) विद्यालय,,,,,,,,,public,,,,,1925060,,,mixed,,,,,,,,,,,,,,,,center,POINT (77.2456009 28.5414045)
way/89956563,way/89956563,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2524043 28.5385361)
way/134496049,way/134496049,,,,,,,,"Sector 6 Dwarka, New Delhi",,,,,,,,,,,110075,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.L. Khanna D.A.V. Public School,,,,,,,,,,,D.A.V. College Managing Committee,,,,,,,hindu,,,,,,,,,,,,https://davdwarka.in/,,,,,,center,POINT (77.0651338 28.5894164)
way/138946150,way/138946150,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2103895 28.6256025)
way/149510412,way/149510412,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKV Raja Ram Mohan Roy School,,Q335269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2131775 28.5304645)
way/150880987,way/150880987,,,,,,,,"Sector 4 Dwarka, New Delhi",,,,,,,Modern Convent School,,,,110078,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern Convent School,,,,,,,,,,,Modern Charitable Foundation,private,,,,,,none,,,,,,,,,,,,https://www.modernconventschool.com/,,Q16895233,,,,center,POINT (77.051305 28.6029516)
way/150881520,way/150881520,,,,,,,,"Sector 4 Dwarka, New Delhi",,,,,,,Government School,Sector 4,,,110078,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.D.M.C. Primary School,,,,,,,,,,,SDMC,government,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.049071 28.6045108)
way/150881783,way/150881783,,,,,,,,,,,,,,,Delhi Public School,,,,110075,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0479297 28.6063417)
way/150882113,way/150882113,,,,,,,,,,,,,,,,"Sec 4, Dwarka",,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jinwani Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0498444 28.6000296)
way/151571787,way/151571787,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursery Play School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0451685 28.6023148)
way/151571822,way/151571822,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NK Bagrodia School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0463535 28.6021548)
way/153161690,way/153161690,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kumar Mangalam School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2483559 28.532607)
way/153161693,way/153161693,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2486789 28.536299)
way/154160586,way/154160586,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens Valley School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0717681 28.5781889)
way/154326925,way/154326925,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0772776 28.636446)
way/154327264,way/154327264,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerala School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0773578 28.6326916)
way/154327524,way/154327524,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy Innocent's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.075736 28.6321269)
way/154527302,way/154527302,,,,,,,,,,,,,,,J.D Tytler School,Behind R Block,,,110006,,Rajinder Nagar,,,,school,,,,,,,,,,,,,,,,,,School,,,,,,,,,,,,,,,,,,,,,J.D Tytler School,,Q16007413,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,center,POINT (77.1840874 28.6334733)
way/154529687,way/154529687,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Colombo School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1393287 28.6887325)
way/154529893,way/154529893,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rising Star Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1405966 28.6880827)
way/158037035,way/158037035,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Springdales School, Pusa Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.springdalespusa.com/,,,,,,center,POINT (77.196325 28.6444011)
way/158037036,way/158037036,,,,,,,,,,,,,,,,,,,,,,,,St. Michael's Sr. Sec. School,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Michaels School, Pusa Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.stmichaelprd.in/,,,,,,center,POINT (77.1948873 28.6442264)
way/167335641,way/167335641,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitampura,,,,,,,,Bal Bharati Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1069374 28.6909667)
way/167591466,way/167591466,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAV Centenary Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.085894 28.6759513)
way/167591469,way/167591469,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt. Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0873849 28.6745138)
way/167992745,way/167992745,,,,,,,,,,,,,,,,,,,,,,,,Peepal walla School,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MCD Primary , Roshanpura",,,,,,,,,,,MCD,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9882129 28.6074286)
way/169425979,way/169425979,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9800709 28.6116342)
way/169848648,way/169848648,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.8989142 28.5481487)
way/170236063,way/170236063,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9318874 28.6024121)
way/171438689,way/171438689,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Marry's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7270450,,,en:Queen Mary's School Rohini,center,POINT (77.0945011 28.7325752)
way/171438693,way/171438693,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ryangroup.org/ryaninternational/cbse/delhi/ryan-international-school-rohini-sector-25,,,,,,center,POINT (77.0942056 28.7343904)
way/171493120,way/171493120,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1260336 28.7024469)
way/171493124,way/171493124,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1287865 28.7035148)
way/171496276,way/171496276,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1053423 28.7027069)
way/171496279,way/171496279,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.106341 28.6992501)
way/171496282,way/171496282,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1059034 28.7033331)
way/171496283,way/171496283,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1066409 28.7041586)
way/171496289,way/171496289,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.100306 28.6992826)
way/171501204,way/171501204,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1158769 28.695281)
way/171501206,way/171501206,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1083083 28.693557)
way/171501213,way/171501213,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1085062 28.6924984)
way/171510619,way/171510619,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1187203 28.7056266)
way/171510626,way/171510626,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1119556 28.7103211)
way/171510634,way/171510634,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1133061 28.7066755)
way/171514881,way/171514881,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0960889 28.6970637)
way/171514883,way/171514883,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0961334 28.6981144)
way/171527942,way/171527942,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0813892 28.6905681)
way/171545989,way/171545989,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1236859 28.6960447)
way/171545992,way/171545992,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1221192 28.694817)
way/171545997,way/171545997,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1285996 28.697564)
way/171598616,way/171598616,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1425318 28.6938997)
way/171603491,way/171603491,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1470141 28.6888849)
way/171613283,way/171613283,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1261735 28.6881303)
way/171613287,way/171613287,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1212526 28.6895558)
way/171613297,way/171613297,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1361933 28.6819235)
way/171613299,way/171613299,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1404541 28.6801356)
way/171613306,way/171613306,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1316783 28.6866127)
way/171613313,way/171613313,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,center,POINT (77.1414886 28.6810554)
way/171616390,way/171616390,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0835833 28.6905259)
way/171616394,way/171616394,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0853536 28.690496)
way/171616398,way/171616398,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0787122 28.6915633)
way/171616400,way/171616400,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.087125 28.6930395)
way/171616401,way/171616401,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.079545 28.6906152)
way/171619889,way/171619889,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0835709 28.6950017)
way/171619891,way/171619891,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.085382 28.6949727)
way/171619892,way/171619892,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.083814 28.6968494)
way/171633225,way/171633225,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0909616 28.689403)
way/171633227,way/171633227,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0909829 28.6903765)
way/171633228,way/171633228,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0934639 28.6961528)
way/171633229,way/171633229,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0889721 28.6904224)
way/171633230,way/171633230,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0910205 28.6917811)
way/171633231,way/171633231,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0951015 28.6935029)
way/171633233,way/171633233,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0871074 28.6904648)
way/171640369,way/171640369,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0922922 28.6888907)
way/171648768,way/171648768,,,,,,,,,,,,,,,,Pocket B/8,,,110085,,,,,,school,,,,,,,,,,,,,,,,,,,,,mountabuschool@gmail.com,,,,,,,,,wlan,,,,,,,,,Mount Abu Public School,,,,,,,,,,Mo-Su 09:00-18:00,,,,011-27041516;011-27931819,,,,,,,,,,,,,,,,https://www.mountabuschool.com,,,,,,center,POINT (77.1093448 28.7147796)
way/171648769,way/171648769,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0964694 28.7036907)
way/171648770,way/171648770,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1074849 28.7126933)
way/171648785,way/171648785,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1038081 28.7138778)
way/171656609,way/171656609,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1025566 28.7147537)
way/171663389,way/171663389,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0902798 28.7068767)
way/171663390,way/171663390,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0905752 28.7074364)
way/171675032,way/171675032,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0942108 28.7204565)
way/171675033,way/171675033,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0951144 28.7220073)
way/171675034,way/171675034,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.085933 28.7163115)
way/171675036,way/171675036,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0832846 28.7158359)
way/172299274,way/172299274,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0542508 28.8067446)
